"PROG","NORD","ISTAT","NOME","DUG_CER","DENOM_CER","CIVICO_CER","SUFF_CER","COMUNE_CER","PROV_CER","DUG_TROVAT","DENOM_TROV","CIVIC_TROV","SUFF_TROV","COM_TROV","PROV_TROV","X","Y","lat","long"
718,"2316.000000","37002.000000","Chiesa e Complesso Parrocchiale dei SS. Filippo e Giacomo di Casadio","Via","Casadio","30.000000",,"Argelato","Bologna","VIA","CASADIO","30.000000",,"ARGELATO","BOLOGNA","684908.268046","4943031.622267","44.6168568431865","11.3306064898255"
918,"2603.000000","37002.000000","Cimitero di Casadio","Via","Casadio","37.000000",2,"Argelato","Bologna","VIA","CASADIO","37.000000",2,"ARGELATO","BOLOGNA","685058.149112","4943048.502250","44.6169701251295","11.3325001313844"
915,"2600.000000","37002.000000","Palazzo gi Zambeccari e Parco detto Villa Beatrice - Biblioteca comunale - Teatro comunale","Via","degli Aceri","12.000000",,"Argelato","Bologna","VIA","DEGLI ACERI","12.000000",,"ARGELATO","BOLOGNA","685830.431111","4945665.145298","44.6403076189784","11.3431732611274"
916,"2601.000000","37002.000000","Palazzo del Municipio","Via","Argelati","4.000000",,"Argelato","Bologna","VIA","ARGELATI","4.000000",,"ARGELATO","BOLOGNA","686177.794037","4945897.349299","44.6423063573317","11.3476338424761"
1475,"8014.000000","37002.000000","Oratorio della Parrocchia di San Michele Arcangelo","Viale","Centese","100.000000",,"Argelato","Bologna","VIA","CENTESE","100.000000",,"ARGELATO","BOLOGNA","686266.229057","4945957.920261","44.6428282670895","11.3487700368367"
917,"2602.000000","37002.000000","Cimitero di Funo","Via","Funo","22.000000",,"Argelato","Bologna","VIA","FUNO","22.000000",,"ARGELATO","BOLOGNA","687388.706035","4941288.939238","44.6005395402481","11.3612084392322"
719,"2317.000000","37002.000000","Chiesa e complesso parrocchiale  dei SS.Nicol e Petronio di Funo","Via","Funo","14.000000",,"Argelato","Bologna","VIA","FUNO","14.000000",,"ARGELATO","BOLOGNA","687419.199083","4941265.698232","44.6003225477609","11.3615838713825"
1449,"7504.000000","37002.000000","Chiesolino del Savignano","Via","Lame","0.000000",,"Argelato","Bologna","VIA","LAME","0.000000",,"ARGELATO","BOLOGNA","682917.767112","4944940.703492","44.6345385123974","11.3062185228352"
487,"2001.000000","38001.000000","Chiesa parrocchiale di S. Maria Maddalena","Via","Fascinata","15.000000",,"Argenta","Ferrara","VIA","FASCINATA","15.000000",,"ARGENTA","FERRARA","709784.664202","4949012.310932","44.6638148765047","11.6462837375092"
2188,"10520.000000","38001.000000","Villa Vincenzi Pasi e Colombaia","Via","Fascinata","172.000000",,"Argenta","Ferrara","VIA","FASCINATA","172.000000",,"ARGENTA","FERRARA","710228.325524","4949779.487412","44.6705841742190","11.6521890364610"
2189,"10521.000000","38001.000000","Complesso edilizio rurale ?La Corte?","Via","Zenzalino","136.000000",,"Argenta","Ferrara","VIA","ZENZALINO","136.000000",,"ARGENTA","FERRARA","713856.742478","4950032.988033","44.6717920004229","11.6980199108206"
493,"2008.000000","38001.000000","Chiesa parrocchiale di San Bartolomeo Apostolo","Piazza","Gustavo Bianchi","4.000000",,"Argenta","Ferrara","PIAZZA","BIANCHI Gustavo","4.000000",,"ARGENTA","FERRARA","714121.392699","4949514.869393","44.6670539602997","11.7011384819190"
1931,"9621.000000","38001.000000","Ospedale ""Mazzolani Vandini""","Via","Nazionale","5.000000",,"Argenta","Ferrara","VIA","NAZIONALE","5.000000",,"ARGENTA","FERRARA","714147.302441","4955264.256468","44.7187469198700","11.7038713165569"
665,"2255.000000","38001.000000","Chiesa parrocchiale e canonica di S. Zeno chiesa con campanile","Via","di Mezzo","1.000000",,"Argenta","Ferrara","VIA","DI MEZZO","1.000000",,"ARGENTA","FERRARA","720137.156337","4948301.834844","44.6543272094749","11.7764185963117"
1080,"2894.000000","38001.000000","Chiesa Beata Vergine Immacolata-chiesa con campanile","Piazza","dei Caduti","3.000000",,"Argenta","Ferrara","PIAZZA","DEI CADUTI PARTIGIANI","0.000000",,"ARGENTA","FERRARA","721884.818066","4939251.508598","44.5724107387548","11.7945259675425"
490,"2004.000000","38001.000000","Chiesa parrocchiale di S. Giovanni Battista","Via","Valletta","21.000000",,"Argenta","Ferrara","VIA","VALLETTA","0.000000",,"ARGENTA","FERRARA","739434.399159","4941502.415479","44.5870276713842","12.0163071732637"
1794,"9755.000000","38001.000000","Casa di guardia (ex) Martelli","Via","Morgone","11.000000",,"Argenta","Ferrara","VIA","MORGONE","0.000000",,"ARGENTA","FERRARA","715425.932543","4946380.392723","44.6384774271277","11.7162598686396"
664,"2254.000000","38001.000000","Chiesa parrocchiale della Nativit di Maria SS. e campanile","Via","Pozza Androna","0.000000",,"Argenta","Ferrara","STRADA","DELLA POZZA","0.000000",,"ARGENTA","FERRARA","708648.732315","4951291.531999","44.6846427381720","11.6328984570934"
488,"2002.000000","38001.000000","Chiesa parrocchiale di S. Antonio da Padova","Via","Nazionale","178.000000",,"Argenta","Ferrara","VIA","NAZIONALE","0.000000",,"ARGENTA","FERRARA","714528.734958","4954291.704651","44.7098873577590","11.7082737732742"
2110,"10062.000000","35002.000000","Scuola Elementare","Via","Repubblica","2.000000",,"Bagnolo in Piano","Reggio nell'Emilia","VIA","della Repubblica","2.000000",,"BAGNOLO IN PIANO","REGGIO NELL'EMILIA","632405.092970","4958084.059226","44.7638939303091","10.6730822171080"
2111,"10063.000000","35002.000000","Cimitero di Bagnolo in Piano","Via","Valli","30.000000",,"Bagnolo in Piano","Reggio nell'Emilia","VIA","Valli","30.000000",,"BAGNOLO IN PIANO","REGGIO NELL'EMILIA","633005.925077","4957768.980171","44.7609472573966","10.6805889085857"
1857,"9538.000000","37003.000000","Ex Scuola Materna","Via","Roma","31.000000",,"Baricella","Bologna","VIA","ROMA","31.000000",,"BARICELLA","BOLOGNA","700796.296145","4946759.659302","44.6461253564119","11.5321324541302"
1858,"9539.000000","37003.000000","Scuola Secondaria di Primo Grado ""Villa Baracca""","Via","Europa","1.000000",,"Baricella","Bologna","VIA","EUROPA","1.000000",,"BARICELLA","BOLOGNA","700804.325112","4946582.963321","44.6445339647024","11.5321644264872"
409,"776.000000","37003.000000","Comando Stazione Carabinieri","Via","Roma","127.000000",,"Baricella","Bologna","VIA","ROMA","127.000000",,"BARICELLA","BOLOGNA","700889.005081","4946816.376239","44.6466095325162","11.5333226325840"
720,"2320.000000","37003.000000","Chiesa parrocchiale di S. Gabriele","Via","Savena Vecchia","375.000000",,"Baricella","Bologna","VIA","SAVENA VECCHIA","375.000000",,"BARICELLA","BOLOGNA","703891.404114","4948974.842229","44.6651756514608","11.5720053285162"
721,"2321.000000","37003.000000","Chiesa parrocchiale di S. Gabriele","Via","Savena Vecchia","375.000000",,"Baricella","Bologna","VIA","SAVENA VECCHIA","375.000000",,"BARICELLA","BOLOGNA","703891.404114","4948974.842229","44.6651756514608","11.5720053285162"
1823,"9500.000000","37003.000000","ExScuola di San Gabriele","Via","Savena Vecchia","232.000000",,"Baricella","Bologna","VIA","SAVENA VECCHIA","232.000000",,"BARICELLA","BOLOGNA","704367.314084","4949003.773314","44.6653005290453","11.5780142216507"
1325,"5037.000000","37003.000000","Cimitero Capoluogo","Via","Savena Vecchia","1.000000",,"Baricella","Bologna","VIA","SAVENA VECCHIA","0.000000",,"BARICELLA","BOLOGNA","704172.134405","4948991.906184","44.6652493352481","11.5755498587755"
117,"254.000000","37003.000000","Chiavica Villa Lama","Via","Penne","0.000000",,"Baricella","Bologna","VIA","PENNE","0.000000",,"BARICELLA","BOLOGNA","706382.662521","4952316.659230","44.6945172258344","11.6047464267613"
723,"2323.000000","37003.000000","Chiesa parrocchiale di S. Filomena di Passo Segni","Via","Guidetti","15.000000",,"Baricella","Bologna","VIA","A. GUIDETTI","0.000000",,"BARICELLA","BOLOGNA","705299.300271","4953490.022406","44.7053804101938","11.5915583423694"
1586,"219.000000","36001.000000","Spogliatoi Campo di Calcio","Via","Morandi","3.000000","b","Bastiglia","Modena","VIA","R. Morandi","3.000000",,"BASTIGLIA","MODENA","658096.140677","4954306.940435","44.7246959665353","10.9963652916083"
1587,"221.000000","36001.000000","Sede polivalente","Via","Don Minzoni","1.000000","b","Bastiglia","Modena","VIALE","Don Minzoni","1.000000",,"BASTIGLIA","MODENA","658170.530920","4954440.953258","44.7258852435217","10.9973455930543"
1831,"9508.000000","36001.000000","Museo Civilt Contadina","Piazza","Repubblica","51.000000",,"Bastiglia","Modena","PIAZZA","Repubblica","51.000000",,"BASTIGLIA","MODENA","658351.217729","4954524.326470","44.7265954232065","10.9996517360706"
1584,"215.000000","36001.000000","Ex casa del popolo","Via","Parco delle Rimembranze","2.000000",,"Bastiglia","Modena","VIA","Parco delle Remembranze","2.000000",,"BASTIGLIA","MODENA","658357.564887","4954473.891904","44.7261402669471","10.9997161995281"
583,"2136.000000","36001.000000","Chiesa della Madonna delle Grazie di S. Clemente (Santuario di S. Clemente) chiesa con campanile","Via","S. Clemente","2.000000",6,"Bastiglia","Modena","VIA","San Clemente","2.000000",,"BASTIGLIA","MODENA","658529.083021","4953521.722127","44.7175357878617","11.0015852754148"
1860,"9541.000000","36001.000000","Scuola Primaria ""G. Mazzini""","Via","Stazione","7.000000",,"Bastiglia","Modena","VIA","Stazione","7.000000",,"BASTIGLIA","MODENA","658546.023367","4954297.581055","44.7245123377061","11.0020398417692"
1441,"7006.000000","36001.000000","Casello e magazzino idraulico","Via","Attiraglio","0.000000",,"Bastiglia","Modena","VIA","Attiraglio","0.000000",,"BASTIGLIA","MODENA","658319.631799","4954448.192448","44.7259174367946","10.9992295098790"
1861,"9542.000000","36001.000000","Sede Municipale","Piazza","Repubblica","57.000000",,"Bastiglia","Modena","PIAZZA","Repubblica","0.000000",,"BASTIGLIA","MODENA","658411.436228","4954505.483432","44.7264125807369","11.0004058648872"
1862,"9543.000000","36001.000000","Cimitero Comunale","Via","IV Novembre","0.000000",,"Bastiglia","Modena","VIA","IV Novembre","0.000000",,"BASTIGLIA","MODENA","659132.444215","4954566.026477","44.7267974699960","11.0095239816164"
1585,"218.000000","36001.000000","Padiglione Museo e Magazzino comunale","Via","Verdeta","6.000000",,"Bastiglia","Modena","VIA","Verdeta","0.000000",,"BASTIGLIA","MODENA","658428.212919","4954903.494438","44.7299897199468","11.0007410781262"
727,"2331.000000","37005.000000","Chiesa di S. Andrea in Santa Maria in Duno chiesa con campanile","Via","S. Maria in Duno","135.000000",,"Bentivoglio","Bologna","VIA","S.MARIA IN DUNO","135.000000",,"BENTIVOGLIO","BOLOGNA","690235.878119","4944683.378238","44.6303241917905","11.3983105084669"
728,"2332.000000","37005.000000","Chiesa di S. Andrea in Santa Maria in Duno chiesa","Via","S. Maria in Duno","135.000000",,"Bentivoglio","Bologna","VIA","S.MARIA IN DUNO","135.000000",,"BENTIVOGLIO","BOLOGNA","690235.878119","4944683.378238","44.6303241917905","11.3983105084669"
370,"716.000000","37005.000000","Museo della Civilt Contadina  - San Marino","Via","Sammarina","13.000000",,"Bentivoglio","Bologna","VIA","SAMMARINA","13.000000",,"BENTIVOGLIO","BOLOGNA","690989.622110","4941196.875293","44.5987646842728","11.4065084031254"
1379,"5145.000000","37005.000000","Palestra scolastica Capoluogo","Via","Marconi","60.000000",,"Bentivoglio","Bologna","VIA","G. MARCONI","60.000000",,"BENTIVOGLIO","BOLOGNA","691587.952077","4945415.699272","44.6365519437319","11.4156144960539"
1378,"5144.000000","37005.000000","Magazzino comunale prefabbricato","Via","Vietta","5.000000",,"Bentivoglio","Bologna","VIA","VIETTA","5.000000",,"BENTIVOGLIO","BOLOGNA","691630.578129","4946205.678267","44.6436460277819","11.4164465475204"
243,"460.000000","37005.000000","Chiesa Parrocchiale di Santa Maria Ausiliatrice","Via","G. Marconi","15.000000",,"Bentivoglio","Bologna","VIA","G. MARCONI","15.000000",,"BENTIVOGLIO","BOLOGNA","691900.766087","4945184.686228","44.6343906423334","11.4194686810725"
1315,"5021.000000","37005.000000","Palazzo Rosso / Mulino","Via","Marconi","3.000000",,"Bentivoglio","Bologna","VIA","G. MARCONI","3.000000",,"BENTIVOGLIO","BOLOGNA","691994.214094","4945209.132282","44.6345855636948","11.4206549637814"
919,"2607.000000","37005.000000","Castello di Bentivoglio castello","Via","Saliceto","1.000000",,"Bentivoglio","Bologna","VIA","SALICETO","1.000000",,"BENTIVOGLIO","BOLOGNA","692133.247102","4945217.037275","44.6346195097261","11.4224092845717"
1729,"2608.000000","37005.000000","Castello di Bentivoglio rocca del castello","Via","Saliceto","1.000000",,"Bentivoglio","Bologna","VIA","SALICETO","1.000000",,"BENTIVOGLIO","BOLOGNA","692133.247102","4945217.037275","44.6346195097261","11.4224092845717"
725,"2327.000000","37005.000000","Complesso parrocchiale di S. Maria e S. Folco di Saletto chiesa con campanile","Via","di Saletto","117.000000",,"Bentivoglio","Bologna","VIA","SALETTO","117.000000",,"BENTIVOGLIO","BOLOGNA","694308.274126","4946973.915286","44.6498365630395","11.4504725793003"
1380,"5146.000000","37005.000000","Palestra scolastica San Marino Bentivoglio","Via","San Marino","9.000000",5,"Bentivoglio","Bologna",,"S. Marino","0.000000",,"BENTIVOGLIO","BOLOGNA","692147.234683","4941733.982516","44.6032875224550","11.4212823794077"
376,"732.000000","37006.000000","Sede ITIS Belluzzi-Fioravanti","Via","Cassini","3.000000",,"Bologna","Bologna","VIA","GIOVANNI DOMENICO CASSINI","3.000000",,"BOLOGNA","BOLOGNA","681701.587367","4928814.818137","44.4897877534246","11.2852086816600"
1401,"5167.000000","37006.000000","Santuario di S. Luca - chiesa della madonna di S. Luca e arco del Meloncello","Via","San Luca","36.000000",,"Bologna","Bologna","VIA","DI S.LUCA","36.000000",,"BOLOGNA","BOLOGNA","682730.111871","4927638.073740","44.4789428903595","11.2977180477901"
1390,"5156.000000","37006.000000","Chiesa parrocchiale di S. Maria Assunta","Via","Cavriola","2.000000",,"Bologna","Bologna","VIA","DELLA CAVRIOLA","2.000000",,"BOLOGNA","BOLOGNA","683230.845557","4926037.058749","44.4644141966462","11.3034425600155"
1476,"8015.000000","37006.000000","Chiesa Monumentale di San Girolamo della Certosa","Via","della Certosa","18.000000",,"Bologna","Bologna","VIA","DELLA CERTOSA","18.000000",,"BOLOGNA","BOLOGNA","683469.820563","4929711.167201","44.4974038047276","11.3077475109423"
219,"403.000000","37006.000000","Laboratorio Dipartimento Ingegneria","Via","Terracini","24.000000",,"Bologna","Bologna","VIA","UMBERTO TERRACINI","24.000000",,"BOLOGNA","BOLOGNA","684398.568530","4931680.400375","44.5148811150100","11.3201230348543"
1400,"5166.000000","37006.000000","Chiesa di S. Maria della grazia in S. Pio V","Via","Ambrosini","1.000000",,"Bologna","Bologna","VIA","FLORIANO AMBROSINI","1.000000",,"BOLOGNA","BOLOGNA","684876.302366","4930105.647763","44.5005935523301","11.3255654038186"
1678,"725.000000","37006.000000","Odontotecnico Malpighi","Via","Marco Polo","20.000000",,"Bologna","Bologna","VIA","MARCO POLO","20.000000",2,"BOLOGNA","BOLOGNA","685012.042918","4932031.409381","44.5178815156787","11.3279612808213"
1422,"5189.000000","37006.000000","Istituto Aldrovandi Rubbiani","Viale","Vicini","19.000000",,"Bologna","Bologna","VIALE","GIOVANNI VICINI","19.000000",,"BOLOGNA","BOLOGNA","685043.497005","4929823.350968","44.4980113841665","11.3275657427934"
1613,"402.000000","37006.000000","Facolt di Ingegneria - Sede Storica","Via","Risorgimento","2.000000",,"Bologna","Bologna","VIALE","DEL RISORGIMENTO","2.000000",,"BOLOGNA","BOLOGNA","685177.582122","4928703.592876","44.4879044737729","11.3288498347787"
1399,"5165.000000","37006.000000","Chiesa di S. Maria della carit","Via","San Felice","64.000000",,"Bologna","Bologna","VIA","S.FELICE","64.000000",,"BOLOGNA","BOLOGNA","685364.319238","4929788.508262","44.4976156801001","11.3315853791115"
1679,"729.000000","37006.000000","Istituto Magistrale Laura Bassi","Via","S. Isaia","30.000000",,"Bologna","Bologna","VIA","S.ISAIA","30.000000",,"BOLOGNA","BOLOGNA","685474.884382","4929364.528100","44.4937734816299","11.3328228247621"
1407,"5173.000000","37006.000000","complesso parrocchiale di S. Isaia","Via","De' Marchi","31.000000",,"Bologna","Bologna","VIA","DE MARCHI","31.000000",,"BOLOGNA","BOLOGNA","685584.543694","4929381.340467","44.4938965420608","11.3342069692185"
1431,"5198.000000","37006.000000","Ex Chiesa di San Mattia","Via","Sant?Isaia","14.000000","a","Bologna","Bologna","VIA","S.ISAIA","14.000000","A","BOLOGNA","BOLOGNA","685598.993075","4929341.141130","44.4935312259660","11.3343741244231"
374,"727.000000","37006.000000","I.P.S.I.A. Fioravanti","Via","Don Minzoni","17.000000",,"Bologna","Bologna","VIA","DON GIOVANNI MINZONI","17.000000",,"BOLOGNA","BOLOGNA","685698.172051","4930412.713658","44.5031447704280","11.3360055521648"
378,"735.000000","37006.000000","Istituto Superiore Crescenzi - Pacinotti","Via","Saragozza","9.000000",,"Bologna","Bologna","VIA","SARAGOZZA","9.000000",,"BOLOGNA","BOLOGNA","685785.782738","4928998.413485","44.4904002841070","11.3365983657239"
1614,"406.000000","37006.000000","Edificio ex Sirani","Via","Saragozza","8.000000",,"Bologna","Bologna","VIA","SARAGOZZA","8.000000",,"BOLOGNA","BOLOGNA","685786.066565","4928980.435907","44.4902384985522","11.3365954724045"
1479,"8018.000000","37006.000000","Ex Fornace gallotti","Via","Piero Gobetti","101.000000",,"Bologna","Bologna","VIA","PIERO GOBETTI","101.000000",,"BOLOGNA","BOLOGNA","685830.596386","4932533.660884","44.5221890224701","11.3384332181542"
372,"719.000000","37006.000000","Succursale del Liceo Classico Minghetti","Vicolo","Stradellaccio","2.000000",,"Bologna","Bologna","VICOLO","STRADELLACCIO","2.000000",,"BOLOGNA","BOLOGNA","685843.665718","4929100.353880","44.4913023704577","11.3373623913927"
1430,"5197.000000","37006.000000","Ex Chiesa di San Barbaziano","Via","Cesare Battisti","35.000000",,"Bologna","Bologna","VIA","CESARE BATTISTI","35.000000",,"BOLOGNA","BOLOGNA","685877.661169","4929210.062577","44.4922804768369","11.3378290440734"
247,"465.000000","37006.000000","Chiesa Parrocchiale di San Carlo","Via","del Porto","5.000000",,"Bologna","Bologna","VIA","DEL PORTO","5.000000",,"BOLOGNA","BOLOGNA","686091.614990","4930212.580366","44.5012432284434","11.3408787150541"
1397,"5163.000000","37006.000000","Chiesa parrocchiale di S. Maria Maggiore e canonica","Via","Galliera","10.000000",,"Bologna","Bologna","VIA","GALLIERA","10.000000",,"BOLOGNA","BOLOGNA","686176.548081","4929853.157182","44.4979882541099","11.3418167271753"
1415,"5181.000000","37006.000000","Chiesa dell'ex convento di S. Michele in Bosco - Istituto ortopedico Rizzoli","Piazzale","S. Michele in Bosco","3.000000",,"Bologna","Bologna","PIAZZALE","S.MICHELE IN BOSCO","3.000000",,"BOLOGNA","BOLOGNA","686204.253119","4928064.310205","44.4818900696851","11.3415206919801"
1408,"5174.000000","37006.000000","Santuario del SS. Crocifisso del Cestello","Via","del Cestello","25.000000",,"Bologna","Bologna","VIA","DEL CESTELLO","25.000000",,"BOLOGNA","BOLOGNA","686485.684747","4928748.786189","44.4879744745657","11.3453035644332"
377,"734.000000","37006.000000","Liceo Sabin","Via","Matteotti","7.000000",,"Bologna","Bologna","VIA","GIACOMO MATTEOTTI","7.000000",,"BOLOGNA","BOLOGNA","686513.723230","4930863.296420","44.5069876008010","11.3464189714551"
2216,"9810.000000","37006.000000","Palazzo Guastavillani","Via","Castiglione","22.000000",,"Bologna","Bologna","VIA","CASTIGLIONE","22.000000",,"BOLOGNA","BOLOGNA","686583.107958","4929059.300813","44.4907424493561","11.3466398197935"
2215,"9809.000000","37006.000000","Palazzo Ratta","Via","Castiglione","24.000000",,"Bologna","Bologna","VIA","CASTIGLIONE","24.000000",,"BOLOGNA","BOLOGNA","686588.253633","4929033.038334","44.4905048846108","11.3466950045290"
1450,"7505.000000","37006.000000","Palazzo Ratta Pizzardi e Collezione Ratta Pizzardi","Via","Castiglione","29.000000",,"Bologna","Bologna","VIA","CASTIGLIONE","29.000000",,"BOLOGNA","BOLOGNA","686608.162487","4928943.950050","44.4896983770546","11.3469130324877"
369,"715.000000","37006.000000","Liceo Ginnasio Galvani","Via","Castiglione","38.000000",,"Bologna","Bologna","VIA","CASTIGLIONE","38.000000",,"BOLOGNA","BOLOGNA","686652.951295","4928895.130302","44.4892476626445","11.3474582332199"
379,"736.000000","37006.000000","Residenza Provinciale Palazzo Malvezzi","Via","Zamboni","13.000000",,"Bologna","Bologna","VIA","ZAMBONI","13.000000",,"BOLOGNA","BOLOGNA","686705.565558","4929570.874137","44.4953124870057","11.3483634342298"
222,"407.000000","37006.000000","Palazzo Malvezzi - Scuola di Giurisprudenza","Via","Zamboni","22.000000",,"Bologna","Bologna","VIA","ZAMBONI","22.000000",,"BOLOGNA","BOLOGNA","686757.714142","4929621.875860","44.4957577708432","11.3490372328113"
1416,"5182.000000","37006.000000","Chiesa di S. Giacomo - Convento con torre campanaria","Piazza","Rossini","2.000000",,"Bologna","Bologna","PIAZZA","ROSSINI","2.000000",,"BOLOGNA","BOLOGNA","686765.929508","4929567.232995","44.4952641256133","11.3491207351539"
1394,"5160.000000","37006.000000","Chiesa SS. Vitale e Agricola in Arena","Via","San Vitale","50.000000",,"Bologna","Bologna","VIA","S.VITALE","50.000000",,"BOLOGNA","BOLOGNA","686923.731972","4929470.271094","44.4943511122321","11.3510688309135"
220,"404.000000","37006.000000","Biblioteca Universitaria W. Bigiavi","Via","Belle Arti","33.000000",,"Bologna","Bologna","VIA","DELLE BELLE ARTI","33.000000",,"BOLOGNA","BOLOGNA","686968.904616","4929847.886177","44.4977361152949","11.3517731173421"
1480,"8019.000000","37006.000000","Torre della Specola - Palazzo Poggi","Via","Zamboni","33.000000",,"Bologna","Bologna","VIA","ZAMBONI","33.000000",,"BOLOGNA","BOLOGNA","687021.962880","4929754.692318","44.4968840851857","11.3524062237106"
1413,"5179.000000","37006.000000","Chiesa di S. Maria Incoronata - opera Pia Zoni","Via","San Giacomo","3.000000",,"Bologna","Bologna","VIA","S.GIACOMO","3.000000",,"BOLOGNA","BOLOGNA","687118.271340","4929764.431126","44.4969467377260","11.3536201230061"
1393,"5159.000000","37006.000000","Chiesa di S. Maria Maddalena","Via","Zamboni","47.000000",,"Bologna","Bologna","VIA","ZAMBONI","47.000000",,"BOLOGNA","BOLOGNA","687135.873526","4929818.429481","44.4974278977341","11.3538608932162"
1616,"411.000000","37006.000000","Dipartimento Scienze Odontomastologiche","Via","San Vitale","59.000000",,"Bologna","Bologna","VIA","S.VITALE","59.000000",,"BOLOGNA","BOLOGNA","687159.912712","4929438.467047","44.4940038620217","11.3540254303068"
1311,"5005.000000","37006.000000","Baraccano","Via","S. Stefano","119.000000",,"Bologna","Bologna","VIA","S.STEFANO","119.000000",,"BOLOGNA","BOLOGNA","687254.897695","4928498.097521","44.4855205056537","11.3548785409489"
1478,"8017.000000","37006.000000","Ex stabulario - dipartimento DIMES","Via","S.Giacomo","14.000000",,"Bologna","Bologna","VIA","S.GIACOMO","14.000000",,"BOLOGNA","BOLOGNA","687294.717996","4929723.937501","44.4965367507289","11.3558229727704"
1617,"412.000000","37006.000000","Palazzina sede ARCES","Via","Toffano","2.000000",,"Bologna","Bologna","VIA","VINCENZO TOFFANO","2.000000",,"BOLOGNA","BOLOGNA","687392.748336","4928938.047236","44.4894421568231","11.3567700962074"
95,"202.000000","37006.000000","Palazzo Uffici Finanziari","Piazza","Malaguti","11.000000",,"Bologna","Bologna","VIA","FAUSTINO MALAGUTI","11.000000",,"BOLOGNA","BOLOGNA","687475.792460","4929782.642417","44.4970178199487","11.3581199312398"
99,"208.000000","37006.000000","Padiglione 29 Policlinico","Via","Massarenti","9.000000",,"Bologna","Bologna","VIA","GIUSEPPE MASSARENTI","9.000000",,"BOLOGNA","BOLOGNA","687667.403246","4929332.898240","44.4929225667212","11.3603647428938"
100,"209.000000","37006.000000","Padiglione 29 Policlinico","Via","Massarenti","9.000000",,"Bologna","Bologna","VIA","GIUSEPPE MASSARENTI","9.000000",,"BOLOGNA","BOLOGNA","687667.403246","4929332.898240","44.4929225667212","11.3603647428938"
101,"210.000000","37006.000000","Padiglione 28-29 Policlinico","Via","Massarenti","9.000000",,"Bologna","Bologna","VIA","GIUSEPPE MASSARENTI","9.000000",,"BOLOGNA","BOLOGNA","687667.403246","4929332.898240","44.4929225667212","11.3603647428938"
1680,"733.000000","37006.000000","Istituto Superiore I.S.A.R.T.","Via","Marchetti","22.000000",,"Bologna","Bologna","VIA","GIOVANNI MARCHETTI","22.000000",,"BOLOGNA","BOLOGNA","687913.408173","4927520.017449","44.4765516060978","11.3627975244894"
98,"207.000000","37006.000000","Padiglione 03 Policlinico","Via","Albertoni","15.000000",,"Bologna","Bologna","VIA","PIETRO ALBERTONI","15.000000",,"BOLOGNA","BOLOGNA","687953.170934","4929045.990270","44.4902675011337","11.3638516049260"
373,"721.000000","37006.000000","Liceo Scientifico Copernico","Via","Garavaglia","11.000000",,"Bologna","Bologna","VIA","FERRUCCIO GARAVAGLIA","11.000000",,"BOLOGNA","BOLOGNA","688097.334049","4930782.523103","44.5058501442811","11.3662951925302"
1863,"9544.000000","37006.000000","Scuola ""Tambroni""","Via","Murri","158.000000",,"Bologna","Bologna","VIA","AUGUSTO MURRI","158.000000",,"BOLOGNA","BOLOGNA","688392.868101","4927261.103890","44.4740978285471","11.3687267996873"
1421,"5187.000000","37006.000000","Sede della caserma Mazzoni","Via","delle Armi","2.000000",,"Bologna","Bologna","VIA","DELLE ARMI","2.000000",,"BOLOGNA","BOLOGNA","688558.818132","4927113.950031","44.4727308947266","11.3707579491988"
375,"728.000000","37006.000000","Istituto Manfredi Tanari","Viale","Felsina","40.000000",,"Bologna","Bologna","VIALE","FELSINA","40.000000",,"BOLOGNA","BOLOGNA","689701.862806","4929052.390585","44.4898679196144","11.3858280334343"
1516,"8057.000000","37006.000000","Centro sportivo universitario","Via","del Pilastro","8.000000",,"Bologna","Bologna","VIA","DEL PILASTRO","8.000000",,"BOLOGNA","BOLOGNA","689928.824991","4931196.499136","44.5090942766343","11.3894680088796"
218,"401.000000","37006.000000","Centro Sportivo Universitario","Via","del Pilastro","8.000000",,"Bologna","Bologna","VIA","DEL PILASTRO","8.000000",,"BOLOGNA","BOLOGNA","689928.824991","4931196.499136","44.5090942766343","11.3894680088796"
1930,"9620.000000","37006.000000","Ospedale Bellaria (chiesetta adiacente Villa Malvezzi)","Via","Altura","7.000000",,"Bologna","Bologna","VIA","ALTURA","7.000000",,"BOLOGNA","BOLOGNA","690519.715347","4926250.784881","44.4644525743353","11.3950733619942"
1414,"5180.000000","37006.000000","Chiesa del Baraccano","Via","Santo Stefano","2.000000","a","Bologna","Bologna","VIA","S.STEFANO","0.000000",,"BOLOGNA","BOLOGNA","686932.465797","4928913.556179","44.4893411230375","11.3509772921791"
1404,"5170.000000","37006.000000","Basilica Santuario di S. Stefano - complesso monumentale di Santo Stefano","Piazza","Santo Stefano","0.000000",,"Bologna","Bologna","VIA","S.STEFANO","0.000000",,"BOLOGNA","BOLOGNA","686932.465797","4928913.556179","44.4893411230375","11.3509772921791"
1396,"5162.000000","37006.000000","Chiesa dei SS. Bartolomeo e Gaetano","Strada","Maggiore","4.000000",,"Bologna","Bologna","STRADA","MAGGIORE","0.000000",,"BOLOGNA","BOLOGNA","687061.367180","4929195.044851","44.4918397800260","11.3526989200928"
1424,"5191.000000","37006.000000","Chiesa S. Maria dei Servi","Piazzetta","dei Servi","1.000000",,"Bologna","Bologna","PIAZZETTA","DEI SERVI DI MARIA","0.000000",,"BOLOGNA","BOLOGNA","687003.547798","4929211.633732","44.4920039719961","11.3519783274318"
