"PROG","NORD","ISTAT","NOME","DUG_CER","DENOM_CER","CIVICO_CER","SUFF_CER","COMUNE_CER","PROV_CER","DUG_TROVAT","DENOM_TROV","CIVIC_TROV","SUFF_TROV","COM_TROV","PROV_TROV","X","Y","lat","long"
104,"232.000000","36044.000000","Scuola Media Sassi","Via","Loschi","240.000000",,"Soliera","Modena","VIA","Loschi","0.000000",,"SOLIERA","MODENA","652269.986809","4955005.158421","44.7322401234949","10.9230456585521"
1590,"233.000000","36044.000000","Archivio comunale","Via","Verdi","147.000000",,"Soliera","Modena","VIA","Verdi","0.000000",,"SOLIERA","MODENA","651716.368703","4955100.057010","44.7332114475061","10.9160860257574"
2103,"10055.000000","38024.000000","Oratorio di S. Nicol","Via","XXV Aprile","0.000000",,"Tresigallo","Ferrara","VIA","XXV APRILE","0.000000",,"TRESIGALLO","FERRARA","730328.737999","4965052.753161","44.8017348174757","11.9123494600796"
1579,"194.000000","38022.000000","Palestra comunale","Via","Pasolini","8.000000",,"Vigarano Mainarda","Ferrara","VIA","P. P. PASOLINI","8.000000",,"VIGARANO MAINARDA","FERRARA","697062.278973","4968590.820060","44.8435048550405","11.4935211150453"
1994,"9686.000000","38022.000000","Scuola Media","Via","Mateotti","27.000000",,"Vigarano Mainarda","Ferrara","VIA","G.MATTEOTTI","27.000000",,"VIGARANO MAINARDA","FERRARA","697139.276413","4968688.374669","44.8443609554834","11.4945323638452"
1990,"9682.000000","38022.000000","Sede Municipale","Via","Municipio","1.000000",,"Vigarano Mainarda","Ferrara","VIA","DEL MUNICIPIO","1.000000",,"VIGARANO MAINARDA","FERRARA","697487.940080","4968248.423336","44.8403077878836","11.4987688954246"
1525,"9008.000000","38022.000000","Scuola elementare ""A.Costa""","Via","Cento","0.000000",,"Vigarano Mainarda","Ferrara","VIA","CENTO","0.000000",,"VIGARANO MAINARDA","FERRARA","696569.052742","4968135.212258","44.8395433136367","11.4871095679595"
1580,"195.000000","38022.000000","Ponte sul Cavo Tassone","Via","Tortiola","0.000000",,"Vigarano Mainarda","Ferrara","VIA","TORTIOLA","0.000000",,"VIGARANO MAINARDA","FERRARA","695045.095278","4970452.295155","44.8608008458362","11.4687361041376"
1526,"9009.000000","38022.000000","Scuola ""Y.Rabin""","Via","Mantovana","0.000000",,"Vigarano Mainarda","Ferrara","VIA","MANTOVA","0.000000",,"VIGARANO MAINARDA","FERRARA","698095.368006","4971405.396425","44.8685317463472","11.5076798692156"
90,"192.000000","38022.000000","Via Canal Bianco","Via","Canal Bianco","0.000000",,"Vigarano Mainarda","Ferrara","VIA","CANAL BIANCO","0.000000",,"VIGARANO MAINARDA","FERRARA","698192.118647","4973326.919249","44.8857860234416","11.5096549921567"
2151,"10103.000000","36046.000000","IPAA ""Spallanzani""","Via","per Sassuolo","2158.000000",,"Vignola","Modena","VIA","PER SASSUOLO","2158.000000",,"VIGNOLA","MODENA","658348.799166","4929046.400903","44.4973692428955","10.9917679403327"
2152,"10104.000000","36046.000000","ITI IPI ""Levi""","Via","della Resistenza","800.000000",,"Vignola","Modena","VIA","DELLA RESISTENZA","0.000000",,"VIGNOLA","MODENA","659236.334555","4927427.914252","44.4826121689048","11.0024264107322"
2105,"10057.000000","38023.000000","Chiesa di S. Tommaso Beket","Via","Martiri della Libert","9.000000",,"Voghiera","Ferrara","VIA","MARTIRI DELLA LIBERTA'","9.000000",,"VOGHIERA","FERRARA","716388.220548","4962321.838389","44.7815360167801","11.7351273372279"
2107,"10059.000000","38023.000000","Chiesa di S. Lorenzo Martire","Via","Pontida","2.000000",,"Voghiera","Ferrara","VIA","PONTIDA","2.000000",,"VOGHIERA","FERRARA","716781.774162","4963047.922721","44.7879457391570","11.7404052487248"
2104,"10056.000000","38023.000000","Chiesa parrocchiale di S. Leo","Via","San Leo","1.000000",,"Voghiera","Ferrara","VIA","S. LEO","1.000000",,"VOGHIERA","FERRARA","717615.917387","4960651.362938","44.7661427221356","11.7499140373109"
2106,"10058.000000","38023.000000","Chiesa della Nativit di Maria Vergine","Via","A. Grandi","2.000000",,"Voghiera","Ferrara","VIA","A. GRANDI","2.000000",,"VOGHIERA","FERRARA","717617.545424","4959684.737975","44.7574504113660","11.7495219869220"
2226,"11006.000000","38023.000000","Delizia del Belriguardo","Via","Provinciale","266.000000",,"Voghiera","Ferrara","VIA","PROVINCIALE","266.000000",,"VOGHIERA","FERRARA","718126.593841","4959174.206678","44.7527048097066","11.7557278680255"
1309,"3298.000000","35026.000000","Museo delle arti Naives ""Cesare Zavattini"" - ex Convento degli Agostiniani","Via","villa Superiore","32.000000",,"Luzzara","Reggio nell'Emilia","VIA","Villa Superiore","32.000000",,"LUZZARA","REGGIO NELL'EMILIA","633924.511594","4980141.023587","44.9620840215352","10.6980994933369"
1423,"5190.000000","36022.000000","Asilo nido S. Martino","via","Menafoglio","10.000000",,"Mirandola","Modena","VIA","MENAFOGLIO ANTONIO","10.000000",,"MIRANDOLA","MODENA","676362.516339","4978361.329630","44.9368103385751","11.2352110559126"
879,"2549.000000","35024.000000","Concattedrale di San Pietro Apostolo (Duomo)  chiesa con campanile","Piazza","Mazzini","7.000000",,"Guastalla","Reggio nell'Emilia","PIAZZA","Mazzini","7.000000",,"GUASTALLA","REGGIO NELL'EMILIA","630525.217800","4975693.062293","44.9226927611634","10.6538664433107"
880,"2550.000000","35024.000000","Concattedrale di San Pietro Apostolo (Duomo)  canonica","Piazza","Mazzini","7.000000",,"Guastalla","Reggio nell'Emilia","PIAZZA","Mazzini","7.000000",,"GUASTALLA","REGGIO NELL'EMILIA","630525.217800","4975693.062293","44.9226927611634","10.6538664433107"
905,"2585.000000","35032.000000","Chiesa parrocchiale di S. Maria Assunta e pertinenze","Piazza","Giovanni XXIII","7.000000",,"Reggiolo","Reggio nell'Emilia","VIA","Giovanni XXIII","7.000000",,"REGGIOLO","REGGIO NELL'EMILIA","646720.807188","4975422.444819","44.9171024664563","10.8588978425063"
906,"2589.000000","35032.000000","Canonica","Piazza","Giovanni XXIII","7.000000",,"Reggiolo","Reggio nell'Emilia","VIA","Giovanni XXIII","7.000000",,"REGGIOLO","REGGIO NELL'EMILIA","646720.807188","4975422.444819","44.9171024664563","10.8588978425063"
909,"2593.000000","35032.000000","Casa canonica della Chiesa parrocchiale di Santa Maria Assunta","Piazza","Giovanni XXIII","7.000000",,"Reggiolo","Reggio nell'Emilia","VIA","Giovanni XXIII","7.000000",,"REGGIOLO","REGGIO NELL'EMILIA","646720.807188","4975422.444819","44.9171024664563","10.8588978425063"
821,"2468.000000","36010.000000","Chiesa di S. Paolo Apostolo e campanile / Duomo - Parrocchia della Conversione di S. Paolo Apostolo chiesa con campanile","Via","Della Pace","20.000000",,"Concordia sulla Secchia","Modena","VIA","Della Pace","20.000000",,"CONCORDIA SULLA SECCHIA","MODENA","656436.431757","4975230.949963","44.9133102202400","10.9818605738580"
822,"2469.000000","36010.000000","Chiesa di S. Paolo Apostolo e campanile / Duomo - Parrocchia della Conversione di S. Paolo Apostolo canonica","Via","Della Pace","20.000000",,"Concordia sulla Secchia","Modena","VIA","Della Pace","20.000000",,"CONCORDIA SULLA SECCHIA","MODENA","656436.431757","4975230.949963","44.9133102202400","10.9818605738580"
1159,"3007.000000","36010.000000","Vecchio Mulino (Biblioteca)","Via","per San Possidonio","1.000000",,"Concordia sulla Secchia","Modena","VIA","Per San Possidonio","1.000000","A","CONCORDIA SULLA SECCHIA","MODENA","656598.924853","4974461.159493","44.9063489379986","10.9836796058946"
859,"2518.000000","35006.000000","Chiesa Parrocchiale di Santa Maria Nascente (e San Genesio)","via","Roma","11.000000",,"Brescello","Reggio nell'Emilia","VIA","Roma","11.000000",,"BRESCELLO","REGGIO NELL'EMILIA","619823.381906","4973121.056854","44.9014305628964","10.5177053123532"
497,"2015.000000","38003.000000","Chiesa del Sacro Cuore - detta delle Catene / Chiesa del Sacramento","Piazza","Garibaldi","56.000000",,"Bondeno","Ferrara","PIAZZA","GARIBALDI","56.000000",,"BONDENO","FERRARA","690910.561381","4973056.077053","44.8853384619354","11.4174320654385"
962,"2715.000000","38003.000000","Municipio","Piazza","G. Garibaldi","1.000000",,"Bondeno","Ferrara","PIAZZA","GARIBALDI","1.000000",,"BONDENO","FERRARA","690974.945517","4973041.249336","44.8851878453380","11.4182410222193"
961,"2711.000000","38003.000000","Casa Bottazzi/Palazzo del ricovero Bottazzi","Via","Gious? Carducci","8.000000",,"Bondeno","Ferrara","VIA","CARDUCCI","8.000000",,"BONDENO","FERRARA","691105.632705","4973036.370875","44.8851089262715","11.4198925472655"
1747,"2874.000000","38003.000000","Palazzo della Polizia Municipale","Via","Filippo Turati","2.000000",,"Bondeno","Ferrara","VIA","TURATI","2.000000",,"BONDENO","FERRARA","690985.970516","4973020.097648","44.8849946501391","11.4183725277308"
1318,"5027.000000","36028.000000","Chiesa parrocchiale di S. Michele Arcangelo","Via","A. Grandi","42.000000",,"Novi di Modena","Modena","VIA","Grandi Achille","42.000000",,"NOVI DI MODENA","MODENA","650310.673051","4972473.076488","44.8898174829550","10.9034791182800"
827,"2475.000000","36022.000000","Chiesa Cattedrale di S. Maria Maggiore/Duomo - Collegiata di S. Maria Maggiore","Via","Don Giovanni Minzoni","3.000000",,"Mirandola","Modena","VIA","MINZONI DON GIOVANNI","3.000000",,"MIRANDOLA","MODENA","663261.031870","4972374.804056","44.8860829841781","11.0673435163732"
838,"2488.000000","36022.000000","Ex asilo parrocchiale","Via","Don Giovanni Minzoni","3.000000",,"Mirandola","Modena","VIA","MINZONI DON GIOVANNI","3.000000",,"MIRANDOLA","MODENA","663261.031870","4972374.804056","44.8860829841781","11.0673435163732"
1009,"2775.000000","38008.000000","Teatro Comunale","Corso","Martiri della Libert?","5.000000",,"Ferrara","Ferrara","VIA","MARTIRI DEL LAVORO","5.000000",,"FERRARA","FERRARA","705708.875899","4971036.373656","44.8630570670235","11.6038115526619"
1298,"3275.000000","38008.000000","Villa Navarra","Via","Conca","73.000000",,"Ferrara","Ferrara","VIA","CONCA","73.000000",,"FERRARA","FERRARA","709646.424802","4970545.277783","44.8574941177553","11.6533961561347"
1727,"2544.000000","35021.000000","Palazzo Guidotti e pertinenze* stalla/scuderia","via","Giacomo Matteotti","2.000000",,"Fabbrico","Reggio nell'Emilia","VIA","Matteotti","2.000000",,"FABBRICO","REGGIO NELL'EMILIA","642727.993221","4970382.995503","44.8725715560295","10.8069149572657"
877,"2543.000000","35021.000000","Palazzo Guidotti e pertinenze* rocca/castello","Via","Matteotti","2.000000",,"Fabbrico","Reggio nell'Emilia","VIA","Matteotti","2.000000",,"FABBRICO","REGGIO NELL'EMILIA","642727.993221","4970382.995503","44.8725715560295","10.8069149572657"
875,"2541.000000","35021.000000","Chiesa parrocchiale di Santa Maria Asssunta con campanile","Piazza","Vittorio Veneto","5.000000",,"Fabbrico","Reggio nell'Emilia","PIAZZA","Vittorio Veneto","5.000000",,"FABBRICO","REGGIO NELL'EMILIA","642783.887456","4970237.678323","44.8712528481062","10.8075812766583"
876,"2542.000000","35021.000000","Canonica","Piazza","Vittorio Veneto","5.000000",,"Fabbrico","Reggio nell'Emilia","PIAZZA","Vittorio Veneto","5.000000",,"FABBRICO","REGGIO NELL'EMILIA","642783.887456","4970237.678323","44.8712528481062","10.8075812766583"
993,"2756.000000","38008.000000","Chiesa di S. Cristoforo e Certosa chiesa con campanile","Piazza","Borso","50.000000",,"Ferrara","Ferrara","VIA","BORSO","50.000000",,"FERRARA","FERRARA","707558.988241","4969121.895414","44.8453046411030","11.6264221223334"
994,"2757.000000","38008.000000","Chiesa di S. Cristoforo e Certosa cimitero","Piazza","Borso","50.000000",,"Ferrara","Ferrara","VIA","BORSO","50.000000",,"FERRARA","FERRARA","707558.988241","4969121.895414","44.8453046411030","11.6264221223334"
1001,"2764.000000","38008.000000","Palazzo Trotti Mosti","Corso","Ercole I D'Este","37.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","37.000000",,"FERRARA","FERRARA","707241.158544","4969048.867086","44.8447403039335","11.6223747472059"
1003,"2766.000000","38008.000000","Palazzo Giordani","Corso","Ercole I D'Este","37.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","37.000000",,"FERRARA","FERRARA","707241.158544","4969048.867086","44.8447403039335","11.6223747472059"
1072,"2883.000000","38008.000000","Palazzo Bevilacqua-Caserma Bevilacqua caserma - fabbricato principale","Corso","ERCOLE I D' ESTE","36.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","36.000000",,"FERRARA","FERRARA","707244.269575","4968819.627524","44.8426779105571","11.6223204844869"
1016,"2783.000000","38008.000000","Palazzo Massari - Padiglione Arte Contemporanea - Palazzo Massari e Palazzo Cavalieri di Malta","Corso","Porta Mare","9.000000",,"Ferrara","Ferrara",,"CSO PORTA MARE","9.000000",,"FERRARA","FERRARA","707454.812612","4968758.415908","44.8420662719049","11.6249567394556"
1017,"2784.000000","38008.000000","Palazzo Massari - Padiglione Arte Contemporanea - palazzo Massari - Palazzo Cavalieri di Malta - edificio annesso","Corso","Porta Mare","9.000000",,"Ferrara","Ferrara",,"CSO PORTA MARE","9.000000",,"FERRARA","FERRARA","707454.812612","4968758.415908","44.8420662719049","11.6249567394556"
1000,"2763.000000","38008.000000","Palazzo dei Diamanti - Pinacoteca Nazionale - Museo Antonioni - Museo del Risorgimento","Corso","Ercole I d'Este","21.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","21.000000",,"FERRARA","FERRARA","707162.074735","4968746.293056","44.8420423001948","11.6212516126459"
995,"2758.000000","38008.000000","Palazzo Turchi di Bagno","corso","Ercole I d'Este","32.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","32.000000",,"FERRARA","FERRARA","707182.609368","4968745.266801","44.8420271095800","11.6215107497682"
1051,"2840.000000","38008.000000","Complesso San Domenico - Uffici Questura","Corso","Ercole I d'Este","26.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","26.000000",,"FERRARA","FERRARA","707170.288405","4968699.618858","44.8416201866117","11.6213363865003"
1096,"2912.000000","38008.000000","Palazzo Furiani (Sede della Polizia stradale di Ferrara)","Corso","Ercole I d'Este","26.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","26.000000",,"FERRARA","FERRARA","707170.288405","4968699.618858","44.8416201866117","11.6213363865003"
1817,"2884.000000","38008.000000","Caserma Bevilacqua (PS)","Corso","Ercole I d?Este","26.000000",,"Ferrara","Ferrara",,"CSO ERCOLE I D'ESTE","26.000000",,"FERRARA","FERRARA","707170.288405","4968699.618858","44.8416201866117","11.6213363865003"
1095,"2911.000000","38008.000000","Sede della Banca d'Italia","via","Tasso","1.000000",,"Ferrara","Ferrara","PIAZZA","T.TASSO","1.000000",,"FERRARA","FERRARA","707131.042129","4968454.848166","44.8394304184882","11.6207404632992"
1746,"2870.000000","38022.000000","Biblioteca Comunale - Centro Civico Culturale","Via","Marconi","91.000000",,"Vigarano Mainarda","Ferrara","VIA","G.MARCONI","91.000000",,"VIGARANO MAINARDA","FERRARA","697511.292242","4968450.510294","44.8421188144822","11.4991427042766"
1835,"9512.000000","36021.000000","Scuola di Musica/Palasport","Piazza","Donatori di Sangue","1.000000",,"Medolla","Modena","PIAZZA","Donatori di Sangue","1.000000",,"MEDOLLA","MODENA","663486.108160","4968418.403475","44.8504385837332","11.0689157853870"
530,"2061.000000","38008.000000","Chiesa di S. Domenico chiesa con campanile","piazza","Sacrati","10.000000",,"Ferrara","Ferrara","PIAZZA","SACRATI","10.000000","A","FERRARA","FERRARA","706780.310798","4968314.472598","44.8382697631657","11.6162502703874"
525,"2054.000000","38008.000000","Chiesa di S. Giuliano","Largo","Castello","1.000000",,"Ferrara","Ferrara","LARGO","CASTELLO","1.000000",,"FERRARA","FERRARA","707049.414991","4968306.363159","44.8381188158126","11.6196482020175"
515,"2040.000000","38008.000000","Chiesa parrocchiale di S. Maria Nuova e S. Biagio","via","Aldighieri","46.000000",,"Ferrara","Ferrara","VIA","ALDIGHIERI","46.000000",,"FERRARA","FERRARA","706539.029899","4968267.503743","44.8379172496573","11.6131815777085"
1014,"2781.000000","38008.000000","Ex Chiesa di Santa Maria delle Grazie e monastero/Ex Chiesa di Santa Maria di Mortara","Via","Fossato di Mortara","15.000000",,"Ferrara","Ferrara","VIA","FOSSATO DI MORTARA","15.000000",,"FERRARA","FERRARA","707977.602329","4968261.753626","44.8374477725546","11.6313612748379"
1073,"2886.000000","38008.000000","Palazzo del Podest?","Piazza","del Municipio","2.000000",,"Ferrara","Ferrara","PIAZZA","DEL MUNICIPIO","2.000000",,"FERRARA","FERRARA","707015.883679","4968075.847113","44.8360555664488","11.6191304245235"
1074,"2887.000000","38008.000000","Palazzo comunale - Palazzo Municipale","Piazza","del Municipio","2.000000",,"Ferrara","Ferrara","PIAZZA","DEL MUNICIPIO","2.000000",,"FERRARA","FERRARA","707015.883679","4968075.847113","44.8360555664488","11.6191304245235"
1751,"2904.000000","38008.000000","Caserma Carabinieri corso Giovecca","Corso","della Giovecca","110.000000",,"Ferrara","Ferrara",,"CSO DELLA GIOVECCA","110.000000",,"FERRARA","FERRARA","707431.323274","4968072.535623","44.8359051688739","11.6243796408583"
1039,"2825.000000","38008.000000","Palazzo Zanardi","via","De? Romei","3.000000",,"Ferrara","Ferrara","VIA","DE' ROMEI","3.000000",,"FERRARA","FERRARA","707404.456635","4968043.337553","44.8356504061721","11.6240281612440"
1028,"2799.000000","38008.000000","Palazzo Bevilacqua Costabili","via","Voltapaletto","11.000000",,"Ferrara","Ferrara","VIA","VOLTAPALETTO","11.000000","A","FERRARA","FERRARA","707304.735219","4967995.386823","44.8352481686115","11.6227482591293"
1748,"9765.000000","38008.000000","Palazzo Bevilacqua-Caserma Bevilacquacaserma - ala nord e ala sud","Via","Voltapaletto","11.000000",,"Ferrara","Ferrara","VIA","VOLTAPALETTO","11.000000","A","FERRARA","FERRARA","707304.735219","4967995.386823","44.8352481686115","11.6227482591293"
1749,"2885.000000","38008.000000","Palazzo Bevilacqua-Caserma Bevilacqua caserma - autorimessa","Via","Voltapaletto","11.000000",,"Ferrara","Ferrara","VIA","VOLTAPALETTO","11.000000","A","FERRARA","FERRARA","707304.735219","4967995.386823","44.8352481686115","11.6227482591293"
1425,"5192.000000","38008.000000","MEIS - Museo Nazionale dell'ebraismo e della shoah","Via","Piangipane","0.000000",,"Ferrara","Ferrara","VIA","PIANGIPANE","79.000000",,"FERRARA","FERRARA","706574.422179","4967984.149809","44.8353588594079","11.6135136400404"
1005,"2770.000000","38008.000000","Palazzo Pico Cavalieri","Corso","Giovecca","165.000000",,"Ferrara","Ferrara",,"CSO DELLA GIOVECCA","165.000000",,"FERRARA","FERRARA","707659.004734","4967952.203930","44.8347568539247","11.6272079946122"
1089,"2905.000000","38008.000000","Palazzo Borghi gi? Bonetti (Archivio di Stato)","Corso","della Giovecca","146.000000",,"Ferrara","Ferrara",,"CSO DELLA GIOVECCA","146.000000",,"FERRARA","FERRARA","707623.824329","4967944.222556","44.8346953140947","11.6267601125370"
1300,"3278.000000","38008.000000","Sinagoga e Museo Ebraico - Complesso delle Sinagoghe","Via","Giuseppe Mazzini","95.000000",,"Ferrara","Ferrara","VIA","MAZZINI","95.000000",,"FERRARA","FERRARA","707275.070984","4967816.822820","44.8336510030813","11.6223004753049"
1984,"9675.000000","38008.000000","Universit?","Via","Savonarola","0.000000",,"Ferrara","Ferrara","VIA","SAVONAROLA","9.000000",,"FERRARA","FERRARA","707585.490311","4967794.953192","44.8333641265159","11.6262146283369"
1093,"2909.000000","38008.000000","Casa Romei","Via","Savonarola","30.000000",,"Ferrara","Ferrara","VIA","SAVONAROLA","30.000000",,"FERRARA","FERRARA","707575.609421","4967782.837596","44.8332580478242","11.6260848025464"
1049,"2838.000000","38008.000000","Ex Istituto Provinciale per l'Infanzia (gia Palazzo Strozzi e Casamento Savonarola) e pertinenze/Padiglione Giglioli - Ufficio Ermitage Italia-villa - padiglione Giglioli","Via","savonarola","0.000000",,"Ferrara","Ferrara","VIA","SAVONAROLA","15.000000",,"FERRARA","FERRARA","707633.322274","4967761.971300","44.8330536176952","11.6268056440007"
1050,"2839.000000","38008.000000","Ex Istituto Provinciale per l'Infanzia (gia Palazzo Strozzi e Casamento Savonarola) e pertinenze/Padiglione Giglioli - Ufficio Ermitage Italia -villa - foresteria fondazione Ermitage","Via","savonarola","0.000000",,"Ferrara","Ferrara","VIA","SAVONAROLA","15.000000",,"FERRARA","FERRARA","707633.322274","4967761.971300","44.8330536176952","11.6268056440007"
1025,"2796.000000","38008.000000","Palazzo Paradiso/Biblioteca Ariostea","Via","delle Scienze","17.000000",,"Ferrara","Ferrara","VIA","DELLE SCIENZE","17.000000",,"FERRARA","FERRARA","707232.649293","4967733.325261","44.8329124476893","11.6217302792460"
1021,"2792.000000","38008.000000","Palazzo Mirogli - Tassoni","Via","Savonarola","27.000000",,"Ferrara","Ferrara","VIA","SAVONAROLA","27.000000",,"FERRARA","FERRARA","707705.051731","4967714.906409","44.8326095083180","11.6276929064826"
1022,"2793.000000","38008.000000","Palazzo Gulinelli-Contughi (Palazzo Saranno o Contughi-Gulinelli)","Via","Savonarola","38.000000",,"Ferrara","Ferrara","VIA","SAVONAROLA","38.000000",,"FERRARA","FERRARA","707702.048646","4967689.529021","44.8323821706279","11.6276445769429"
1087,"2902.000000","38008.000000","Chiesa del Corpus Domini e Convento delle Clarisse chiesa con campanile","via","Pergolato","4.000000",,"Ferrara","Ferrara","VIA","PERGOLATO","4.000000",,"FERRARA","FERRARA","707600.367280","4967655.136144","44.8321024643249","11.6263454969582"
1088,"2903.000000","38008.000000","Chiesa del Corpus Domini e Convento delle Clarisse convento/monastero","via","Pergolato","4.000000",,"Ferrara","Ferrara","VIA","PERGOLATO","4.000000",,"FERRARA","FERRARA","707600.367280","4967655.136144","44.8321024643249","11.6263454969582"
998,"2761.000000","38008.000000","Palazzo Bonacossi / Palazzo Diotisalvi Neroni","via","Cisterna del Follo","5.000000",,"Ferrara","Ferrara","VIA","CISTERNA DEL FOLLO","5.000000",,"FERRARA","FERRARA","707805.343584","4967651.228515","44.8320076821723","11.6289343209436"
578,"2128.000000","38008.000000","Chiesa dell'Annunziata/Oratorio dell'Annunziata (ex Chiesa di S. Apollinare o della morte)","via","Borgo di Sotto","49.000000",,"Ferrara","Ferrara","VIA","BORGO DI SOTTO","49.000000",,"FERRARA","FERRARA","707648.100707","4967524.014464","44.8309094403086","11.6268951360237"
1024,"2795.000000","38008.000000","Palazzo Schifanoia","Via","Scandiana","23.000000",,"Ferrara","Ferrara","VIA","SCANDIANA","23.000000",,"FERRARA","FERRARA","707813.663500","4967481.534228","44.8304792497552","11.6289700418268"
541,"2076.000000","38008.000000","Chiesa parrocchiale del''Annunciazione di Maria SS. - Chiesa di S. Maria in Vado. Chiesa dell'Annunciazione di S. Maria in Vado","via","Borgovado","3.000000",,"Ferrara","Ferrara","VIA","BORGOVADO","3.000000",,"FERRARA","FERRARA","707669.675966","4967459.507631","44.8303230724103","11.6271414205389"
542,"2077.000000","38008.000000","Convento (Ex Chiostro) di S. Maria in Vado. Asilo Grillenzoni","Via","Borgovado","3.000000",,"Ferrara","Ferrara","VIA","BORGOVADO","3.000000",,"FERRARA","FERRARA","707669.675966","4967459.507631","44.8303230724103","11.6271414205389"
997,"2760.000000","38008.000000","Ex chiesa di S. Maria delle Grazie o Oratorio di S. Libera- Museo civico lapidario","Via","Campo Sabbionario","1.000000",,"Ferrara","Ferrara","VIA","CAMPOSABBIONARIO","1.000000",,"FERRARA","FERRARA","707884.774001","4967441.625186","44.8300996553158","11.6298523547333"
1019,"2788.000000","38008.000000","Palazzo Ghiara Tassoni Estensi","Via","della Ghiara","36.000000",,"Ferrara","Ferrara","VIA","DELLA GHIARA","36.000000",,"FERRARA","FERRARA","707248.587929","4967347.206733","44.8294355509722","11.6217741760756"
543,"2078.000000","38008.000000","Chiesa e Monastero di S. Teresa Trasverberata chiesa con campanile","via","Borgovado","23.000000",,"Ferrara","Ferrara","VIA","BORGOVADO","23.000000",,"FERRARA","FERRARA","707631.330018","4967342.921764","44.8292858021110","11.6266091806846"
544,"2079.000000","38008.000000","Chiesa e Monastero di S. Teresa Trasverberata  convento/monastero","via","Borgovado","23.000000",,"Ferrara","Ferrara","VIA","BORGOVADO","23.000000",,"FERRARA","FERRARA","707631.330018","4967342.921764","44.8292858021110","11.6266091806846"
1254,"3208.000000","35028.000000","Teatro","Piazzale","Marconi","1.000000",,"Novellara","Reggio nell'Emilia","PIAZZALE","Marconi","1.000000",,"NOVELLARA","REGGIO NELL'EMILIA","636824.177142","4967156.240152","44.8446950177548","10.7313378260846"
1092,"2908.000000","38008.000000","Palazzo di Ludovico il Moro/Palazzo Costabili/Museo archeologico nazionale","via","XX Settembre","122.000000",,"Ferrara","Ferrara","VIA","XX SETTEMBRE","122.000000",,"FERRARA","FERRARA","707694.424652","4967118.308988","44.8272475690278","11.6273146878060"
862,"2521.000000","35009.000000","Chiesa parrocchiale dei Santi Gervasio e Protasio","Via","Nasciuti","1.000000",,"Campagnola Emilia","Reggio nell'Emilia","VIA","Nasciuti","1.000000",,"CAMPAGNOLA EMILIA","REGGIO NELL'EMILIA","639201.833151","4967036.253658","44.8431554011395","10.7613770772865"
1843,"9521.000000","35009.000000","asilo nido ""girotondo""","Via","Carlo Marx","1.000000",,"Campagnola Emilia","Reggio nell'Emilia","VIA","Marx","1.000000",1,"CAMPAGNOLA EMILIA","REGGIO NELL'EMILIA","639360.301744","4967010.957977","44.8428968550097","10.7633743505904"
2128,"10080.000000","35029.000000","Chiesa di S. Sisto Papa e Martire","Via","Parma San Sisto","112.000000",,"Poviglio","Reggio nell'Emilia","VIA","Parma","112.000000",,"POVIGLIO","REGGIO NELL'EMILIA","618795.973630","4966989.193547","44.8464219778639","10.5032589029374"
1982,"9673.000000","38008.000000","Scuola Elementare ""Mosti""","Via","Bologna","152.000000",,"Ferrara","Ferrara","VIA","BOLOGNA","152.000000",,"FERRARA","FERRARA","706247.334031","4966977.661275","44.8264022550827","11.6089710624506"
1043,"2832.000000","38008.000000","Ippodromo comunale","Via","Ippodromo","31.000000",,"Ferrara","Ferrara","VIA","IPPODROMO","31.000000",,"FERRARA","FERRARA","706454.507891","4966901.163251","44.8256544433408","11.6115579524845"
1844,"9522.000000","35009.000000","magazzino comunale","via","Abbazia","0.000000",,"Campagnola Emilia","Reggio nell'Emilia","VIA","Abbazia","8.000000","a","CAMPAGNOLA EMILIA","REGGIO NELL'EMILIA","638604.126781","4966711.304098","44.8403478945623","10.7537288732725"
1032,"2804.000000","38008.000000","Ex Scuola Banzi","via","Boschetto","1.000000",,"Ferrara","Ferrara","VIA","BOSCHETTO","1.000000",,"FERRARA","FERRARA","708070.430838","4966573.345308","44.8222373958068","11.6318429728868"
526,"2055.000000","38008.000000","Complesso Monastico di S. Giorgio Martire chiesa con campanile","Piazzale","S. Giorgio","29.000000",,"Ferrara","Ferrara","PIAZZA","SAN GIORGIO","29.000000",,"FERRARA","FERRARA","707739.187481","4966504.810213","44.8217175212556","11.6276295297313"
527,"2056.000000","38008.000000","Complesso Monastico di S. Giorgio Martire convento/monastero","Piazzale","S. Giorgio","29.000000",,"Ferrara","Ferrara","PIAZZA","SAN GIORGIO","29.000000",,"FERRARA","FERRARA","707739.187481","4966504.810213","44.8217175212556","11.6276295297313"
1465,"8001.000000","38016.000000","Municipio sede principale","Corso","Italia","373.000000",,"Mirabello","Ferrara","CORSO","ITALIA","373.000000",,"MIRABELLO","FERRARA","694496.998185","4966501.051067","44.8254136238730","11.4602911984553"
